0.36666	0.63588
0.31707	0.65299
0.34637	0.6512
0.32646	0.60441
0.34556	0.65977
0.36496	0.65724
0.33739	0.65028
0.33766	0.66698
0.31484	0.69588
0.3398	0.64445
0.33452	0.66328
0.33565	0.63505
0.34013	0.60725
0.33913	0.66575
0.33873	0.63084
0.33501	0.65955
0.35052	0.64589
0.29564	0.6418
0.29544	0.6795
0.32526	0.62003
0.34271	0.69779
0.30762	0.63111
0.30329	0.6596
0.29858	0.66328
0.31401	0.66863
0.34072	0.63849
0.3478	0.68092
0.51043	0.52812
0.50991	0.50409
0.51749	0.57766
0.52803	0.59681
0.54755	0.52309
0.53436	0.55279
0.54885	0.54272
0.50695	0.50493
0.54123	0.56937
0.57303	0.53879
0.53939	0.50818
0.55498	0.56144
0.55121	0.56025
0.4977	0.51466
0.54008	0.56748
0.55023	0.56747
0.55539	0.51954
0.70776	0.98053
0.73995	0.046866
0.66156	0.029335
0.71536	0.98605
0.66895	0.00099616
0.73837	0.013118
0.69474	0.0047374
0.65933	0.020717
0.67307	0.0045899
0.6837	0.03349
0.66298	0.035785
0.73112	0.98347
0.71228	0.063982
0.70707	0.016225
0.73576	0.0013584
0.68392	0.058558
0.73759	0.99904
0.036579	0.27801
0.026844	0.27588
0.075115	0.28202
0.10688	0.25558
0.072317	0.29574
0.082772	0.2606
0.056015	0.30207
0.051258	0.26925
0.044236	0.23989
0.075422	0.26868
0.053633	0.27674
0.071684	0.22536
0.048221	0.29836
0.089901	0.31181
0.054732	0.28563
0.087938	0.28701
0.084627	0.30786
0.1	0.26737
0.53877	0.06766
0.59767	0.049819
0.56547	0.99701
0.59197	0.03494
0.5118	0.050786
0.57626	0.011352
0.52411	0.07538
0.54094	0.033836
0.56763	0.06409
0.55358	0.015324
0.58944	0.058127
0.59098	0.022904
0.55602	0.9995
0.55169	0.048654
0.52247	0.03935
0.54351	0.089035
0.54783	0.059246
0.53468	0.049465
0.57928	0.057738
0.54292	0.0056744
0.55801	0.038524
0.59158	0.057047
0.70134	0.012647
0.69581	0.99303
0.699	0.97076
0.66686	0.0032093
0.73893	0.005706
0.66346	0.010221
0.70315	0.96804
0.66551	0.019602
0.68909	0.9887
0.65753	0.96065
0.7206	0.018689
0.69694	0.97201
0.68292	0.93982
0.71259	0.026766
0.68163	0.99311
0.68953	0.98648
0.64679	0.97048
0.73372	0.98991
0.68519	0.97758
0.68729	0.99597
0.69132	0.96028
0.69	0.96559
0.70064	0.016087
0.73498	0.99925
0.69708	0.95273
0.71563	0.007596
0.1682	0.55485
0.20757	0.57217
0.12904	0.57794
0.19611	0.60281
0.14772	0.57151
0.20534	0.53961
0.13887	0.53783
0.12771	0.58798
0.19646	0.58491
0.20719	0.57196
0.13867	0.53603
0.19578	0.56638
0.19926	0.59926
0.14636	0.5821
0.14941	0.57501
0.35186	0.28956
0.34764	0.33534
0.30206	0.33685
0.32226	0.33384
0.3232	0.3205
0.2916	0.33705
0.32978	0.31964
0.3356	0.27965
