0.2047	0.63767
0.218	0.65462
0.17735	0.64631
0.2126	0.62635
0.18767	0.66515
0.15121	0.63217
0.21532	0.65284
0.157	0.61046
0.21145	0.60406
0.17456	0.66413
0.23309	0.61609
0.22479	0.65593
0.17007	0.60377
0.19219	0.61047
0.21243	0.66314
0.16932	0.66958
0.16673	0.65854
0.20689	0.59968
0.20314	0.67265
0.22936	0.62204
0.1742	0.62794
0.20534	0.63892
0.1616	0.6072
0.22631	0.65632
0.20483	0.61809
0.18323	0.60989
0.16513	0.62102
0.15202	0.66414
0.18326	0.62713
0.10013	0.66698
0.077627	0.6875
0.042921	0.706
0.055056	0.68102
0.047338	0.68809
0.043982	0.7195
0.090652	0.72363
0.074719	0.73507
0.080815	0.70801
0.096543	0.70431
0.094638	0.69459
0.10907	0.71621
0.10969	0.73885
0.050517	0.69896
0.1285	0.69297
0.13109	0.72426
0.10672	0.74329
0.21239	0.2811
0.20013	0.28749
0.18349	0.24024
0.18067	0.31015
0.16085	0.2601
0.24263	0.27633
0.25191	0.27315
0.19692	0.30742
0.167	0.28482
0.20375	0.22429
0.23883	0.29738
0.16489	0.28246
0.21885	0.2951
0.23246	0.3081
0.20237	0.24188
0.1912	0.26025
0.23252	0.30528
0.17095	0.29068
0.21991	0.29555
0.19047	0.28207
0.2153	0.29339
0.17274	0.28522
0.22346	0.31175
0.22538	0.23182
0.19279	0.22507
0.25067	0.27541
0.73198	0.41407
0.74779	0.42074
0.74878	0.44641
0.70083	0.43129
0.75074	0.38828
0.67585	0.42451
0.67418	0.42441
0.71027	0.43563
0.71953	0.45859
0.71267	0.43163
0.72856	0.39988
0.71036	0.45144
0.77181	0.42236
0.75815	0.4199
0.68327	0.39979
0.71146	0.45324
0.71147	0.45421
0.6954	0.44075
0.74713	0.41874
0.69848	0.46872
0.70935	0.38696
0.73414	0.43171
0.4267	0.062371
0.47604	0.075951
0.47257	0.030433
0.47375	0.047955
0.43414	0.079463
0.45074	0.075949
0.44894	0.058208
0.4522	0.036643
0.5134	0.065063
0.45419	0.092006
0.4921	0.094586
0.44288	0.069869
0.47636	0.029304
0.47625	0.082348
0.46001	0.075384
0.42515	0.063856
0.48004	0.033543
0.43115	0.06934
0.49239	0.10862
0.43296	0.10767
0.46178	0.05393
0.44023	0.055989
0.78085	0.34286
0.80576	0.38907
0.76279	0.37849
0.7838	0.33903
0.82634	0.37874
0.79299	0.32134
0.80236	0.38879
0.79252	0.38517
0.83126	0.32825
0.76811	0.38258
0.8304	0.3874
0.82397	0.37118
0.78347	0.39102
0.83213	0.39832
0.83609	0.37303
0.85702	0.3798
0.83144	0.36975
0.78713	0.34022
0.8415	0.38646
0.80749	0.36431
0.7956	0.36938
0.80372	0.34884
0.45435	0.34735
0.53443	0.35121
0.50201	0.31478
0.51993	0.38349
0.49411	0.32941
0.47419	0.32828
0.4874	0.38115
0.50414	0.35486
0.47786	0.3292
0.46238	0.32483
0.5109	0.3806
0.46973	0.38756
0.53819	0.37616
0.49069	0.35342
0.47887	0.36051
0.47752	0.38599
0.49677	0.39425
0.4798	0.31162
0.49329	0.3936
0.463	0.35437
0.48695	0.32248
0.51604	0.3168
0.47068	0.34772
0.47805	0.35274
0.50694	0.40003
0.49479	0.33238
0.48221	0.34251
0.96236	0.37009
0.92553	0.42751
0.93572	0.44101
0.91014	0.37662
0.96776	0.41542
0.98605	0.37915
0.92411	0.40831
0.92513	0.39944
0.98545	0.39294
0.91028	0.43439
0.94202	0.40466
0.96925	0.40364
0.90613	0.40233
0.93133	0.36853
0.97353	0.36365
0.94265	0.36122
0.95373	0.3879
0.98507	0.41308
0.9922	0.53719
0.042182	0.58754
0.97804	0.55262
0.045722	0.58674
0.030366	0.52666
0.98189	0.59193
0.96793	0.56953
0.014041	0.54728
0.0089307	0.52454
0.01225	0.60451
0.99383	0.52891
0.038322	0.53734
0.019959	0.58455
0.01939	0.5607
0.036931	0.59242
0.014824	0.53384
0.25758	0.059472
0.24912	0.077576
0.29443	0.10365
0.28821	0.072599
0.33151	0.048487
0.25847	0.094175
0.33919	0.07634
0.30142	0.10901
0.30813	0.10108
0.27771	0.077563
0.31819	0.11023
0.3092	0.089004
0.26606	0.06772
0.32125	0.06925
0.33287	0.092134
0.26557	0.10073
0.31142	0.075748
0.31695	0.0788
0.099254	0.23804
0.064146	0.19457
0.072001	0.20008
0.060369	0.17958
0.052724	0.23411
0.12145	0.22934
0.10851	0.24076
0.04513	0.19255
0.084863	0.23474
0.1199	0.19447
0.075348	0.15956
0.12315	0.2144
0.10488	0.22355
0.052553	0.22441
0.086949	0.21271
0.074466	0.17621
0.071136	0.21902
0.071412	0.22354
0.056305	0.2434
0.082999	0.23848
0.10298	0.20464
0.10661	0.21754
0.062349	0.1768
0.065507	0.22179
0.089498	0.22811
0.10191	0.24026
0.19349	0.2456
0.16131	0.26156
0.24176	0.24675
0.19175	0.26276
0.16489	0.26457
0.21273	0.29554
0.14898	0.27519
0.19775	0.30105
0.18987	0.29583
0.23268	0.23716
0.19827	0.30688
0.1982	0.27602
0.22603	0.28409
0.23815	0.24806
0.21251	0.29731
0.16649	0.22476
0.16036	0.29177
0.16594	0.27928
0.19289	0.23078
0.17836	0.27423
0.23829	0.24071
0.9128	0.82197
0.91587	0.8354
0.93367	0.86882
0.94733	0.89549
0.98892	0.86089
0.92722	0.87556
0.92321	0.85219
0.90291	0.83734
0.92037	0.86536
0.92303	0.88509
0.9206	0.89118
0.93263	0.83877
0.94342	0.81287
0.96805	0.87939
0.9493	0.81658
0.90849	0.82818
0.97776	0.86591
0.94379	0.82155
0.92247	0.89283
0.9329	0.87558
0.93	0.81706
0.97164	0.87761
0.94147	0.89528
0.97058	0.85331
0.91828	0.83517
0.91309	0.86713
0.95044	0.81544
0.9341	0.87421
0.92174	0.87569
0.63332	0.45892
0.59748	0.45574
0.58203	0.49228
0.61311	0.49109
0.64103	0.49775
0.64696	0.4483
0.61303	0.50801
0.60472	0.46544
0.61058	0.445
0.65606	0.48957
0.61747	0.43479
0.57002	0.4567
0.49754	0.43402
0.47547	0.44472
0.55328	0.43185
0.51668	0.41063
0.49285	0.47792
0.48983	0.43481
0.5039	0.39635
0.4774	0.43415
0.54492	0.43574
0.46808	0.44215
0.46531	0.43798
0.54819	0.42281
0.54172	0.45705
